,time,text,user_name,user_location,retweet_cnt,favorite_cnt,hashtags,user_mentions,is_retweet
0,2021-03-09 19:33:27,@Nickguy2014 @UnderArmour I saw them and fell in love.. had to buy them. I love the charged impulse they are my fav… https://t.co/NbLF6mytEC,NotUrPixieBitch,rolling in it,0,0,[],"['Nickguy2014', 'UnderArmour']",False
1,2021-03-09 19:28:51,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @FashionPlaza3 #poshmark #fashion… https://t.co/loskk1ZYyC,Reggie25309809,,0,0,"['poshmark', 'fashion']","['Poshmarkapp', 'FashionPlaza3']",False
2,2021-03-09 19:28:11,RT @ZackSnyder: @UnderArmour @MaranathaSports Onward!,JG202392020518,"Union City, NJ",4,0,[],"['ZackSnyder', 'UnderArmour', 'maranathasports']",True
3,2021-03-09 19:28:00,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/2ZUhByyoUA,NotaroCindy,,0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
4,2021-03-09 19:27:44,"@PropBetGuy @KhanLocks @UnderArmour @Nike @adidas @PUMA It's okay, we all know you're moving lines and those 100 lb DBs.",DanRivera228,"Eugene, Oregon",0,0,[],"['PropBetGuy', 'KhanLocks', 'UnderArmour', 'Nike', 'adidas', 'PUMA']",False
5,2021-03-09 19:27:27,@ZackSnyder @UnderArmour @maranathasports Onward!!!,JG202392020518,"Union City, NJ",0,1,[],"['ZackSnyder', 'UnderArmour', 'maranathasports']",False
6,2021-03-09 19:25:38,"@DanRivera228 @KhanLocks @UnderArmour @Nike @adidas @PUMA How could I forget the brachialis?

And yeah I totally know what brachialis is...",PropBetGuy,,0,1,[],"['DanRivera228', 'KhanLocks', 'UnderArmour', 'Nike', 'adidas', 'PUMA']",False
7,2021-03-09 19:21:50,Check out this listing I just added to my #Poshmark closet: UnderArmour Half-Zip Jacket. https://t.co/9RBgyJtwOM #shopmycloset @poshmarkapp,AbundantAtoms,Planet Earth/7th Dimension,0,0,"['Poshmark', 'shopmycloset']",['Poshmarkapp'],False
8,2021-03-09 19:11:04,Check out this listing I just added to my #Poshmark closet: UnderArmour Racer Tank Top. https://t.co/zmCbfeO5bZ #shopmycloset @poshmarkapp,AbundantAtoms,Planet Earth/7th Dimension,0,0,"['Poshmark', 'shopmycloset']",['Poshmarkapp'],False
9,2021-03-09 19:05:02,Charge forward with purpose. Make somethin’ happen 🤙🏽 #fitness #gym #bodyphenom #underarmour #FitnessMotivation… https://t.co/gydq1iEE0l,NickRoybal,Albuquerque NM Hollywood CA,0,0,"['fitness', 'gym', 'bodyphenom', 'underarmour', 'FitnessMotivation']",[],False
10,2021-03-09 18:44:28,"@snydercut @UnderArmour stock just went up 

Probably",MarkJac93134445,,0,0,[],"['snydercut', 'UnderArmour']",False
11,2021-03-09 18:37:56,"@KhanLocks @PropBetGuy @UnderArmour @Nike @adidas @PUMA Don't forget to hit the brachialis, that's how you truly ge… https://t.co/PWMLCrYXuE",DanRivera228,"Eugene, Oregon",0,1,[],"['KhanLocks', 'PropBetGuy', 'UnderArmour', 'Nike', 'adidas', 'PUMA']",False
12,2021-03-09 18:34:35,"RT @KhanLocks: @PropBetGuy @DanRivera228 Hey, @UnderArmour check out that sleeveless hoodie.  I found your next spokesperson. I am his agen…",DanRivera228,"Eugene, Oregon",1,0,[],"['KhanLocks', 'PropBetGuy', 'DanRivera228', 'UnderArmour']",True
13,2021-03-09 18:32:59,"@PropBetGuy @DanRivera228 Hey, @UnderArmour check out that sleeveless hoodie.  I found your next spokesperson. I am… https://t.co/7x8yftBUNV",KhanLocks,Tips: CashApp/Venmo: KhanLocks,1,2,[],"['PropBetGuy', 'DanRivera228', 'UnderArmour']",False
14,2021-03-09 18:30:50,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",BMORE_AMN,,15,0,[],"['MorganStBears', 'MorganStVB']",True
15,2021-03-09 18:27:59,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/UwO0dfkwnR,jackiemh21,"Missouri, USA",0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
16,2021-03-09 18:27:11,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/MVZtztlcIX,AidaCanales,"San Antonio, TX",0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
17,2021-03-09 18:26:31,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/8ROnoXDL8I,RealGodMateo,Stankonia 🎧,0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
18,2021-03-09 18:15:34,@EricHem08550175 @UnderArmour Thanks!!,NotUrPixieBitch,rolling in it,0,1,[],"['EricHem08550175', 'UnderArmour']",False
19,2021-03-09 18:08:03,"Thank you @UnderArmour for giving me the opportunity to compete this weekend‼️🙏🏻 
@CraigHaubert @bangulo… https://t.co/yjTOknmfTK",JMialovski,"Las Vegas, NV",0,5,[],"['UnderArmour', 'CraigHaubert', 'bangulo']",False
20,2021-03-09 18:07:09,What mask you wear when you ski says a lot about you. Click the link to read our mask recommendations to protect yo… https://t.co/FhQg66dUuI,SnowboundFest,New England + The Rockies,0,1,[],[],False
21,2021-03-09 18:00:02,Join us TODAY at 3pm ET for a rebroadcast of our SecureX Summit with a live Q&amp;A! Set reminder here:… https://t.co/kbiaVXclaO,CiscoSecure,Silicon Valley,0,1,[],[],False
22,2021-03-09 17:58:24,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",lsarge10,412/805,15,0,[],"['MorganStBears', 'MorganStVB']",True
23,2021-03-09 17:56:56,"RT @johntylersounds: The year started off with getting a @UnderArmour music placement, to getting on 4 MTA Buses, to being on the cover of…",damntoyo,"Baltimore, MD",8,0,[],"['johntylersounds', 'UnderArmour']",True
24,2021-03-09 17:52:40,@AllThingsSnyder Maybe @UnderArmour can make a replica?,deckardsunicorn,Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿,0,0,[],"['AllThingsSnyder', 'UnderArmour']",False
25,2021-03-09 17:47:26,"RT @IDme: Via @USAToday - First responders, veterans and more can save 40% at @UnderArmour right now through https://t.co/hNfdvMYFQe #veter…",014857id,"Washington, DC",3,0,[],"['IDme', 'USATODAY', 'UnderArmour']",True
26,2021-03-09 17:46:58,"RT @IDme: #underarmour is hooking up military, healthcare workers and teachers with a 20% discount for its Fall Kick Off Event. Get the gea…",014857id,"Washington, DC",2,0,['underarmour'],['IDme'],True
27,2021-03-09 17:39:51,"My teams challenge. I did it, right? 🤣  #fitnesschallenge  #fails
#fitness  #underarmour 
https://t.co/4WP04zkfsX",michysmichy,Canada,0,0,"['fitnesschallenge', 'fails', 'fitness', 'underarmour']",[],False
28,2021-03-09 17:35:15,"Hey @UnderArmour, when can purchase this GCU #VictorStone Jacket? It sure looks amazing!! #Cyborg… https://t.co/Gv2becsTj8",earthonecarlos,"Dallas, TX",0,0,"['VictorStone', 'Cyborg']",['UnderArmour'],False
29,2021-03-09 17:34:18,RT @kingfostonyy: Shopping under armor right... I’m not rich so I do the poor to rich filter... $40 is the lowest for a pair of sweats... w…,kingfostonyy,"Illinois, USA",1,0,[],['kingfostonyy'],True
30,2021-03-09 17:33:52,Shopping under armor right... I’m not rich so I do the poor to rich filter... $40 is the lowest for a pair of sweat… https://t.co/E96ino8YLJ,kingfostonyy,"Illinois, USA",1,1,[],[],False
31,2021-03-09 17:30:16,"@StephenCurry30  @UnderArmour  @underarmourbr 

I love you so much !!🌹",Gcguillens,,0,0,[],"['StephenCurry30', 'UnderArmour', 'underarmourbr']",False
32,2021-03-09 17:27:21,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/grTVzUIZPd,bonniemorgan448,"Tucson, AZ",0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
33,2021-03-09 17:26:35,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/o21CzSuOo5,theblackscottie,"Emmett, ID",0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
34,2021-03-09 17:26:28,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/XLqjjGlvHY,FoxxiMomma,"Sioux Falls, SD",0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
35,2021-03-09 17:23:37,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",__lokin,The MotherLand,15,0,[],"['MorganStBears', 'MorganStVB']",True
36,2021-03-09 17:23:09,"RT @InboxDollars: Here's a great deal at @UnderArmour! Shop Under Armour SportsMasks now and get 2 for $40!

➡️https://t.co/WpZQUqucPU

Ear…",marvin_barbara,14621,1,0,[],"['InboxDollars', 'UnderArmour']",True
37,2021-03-09 17:13:46,@UWN_dubai @CodyRhodes @IAmJericho @KILLCLIFF @RealKingRegal @RobbyBrookside @ChicCullen @UnderArmour @c4energy… https://t.co/16JD28vCuX,NickolausBarnes,,0,1,[],"['UWN_dubai', 'CodyRhodes', 'IAmJericho', 'KILLCLIFF', 'RealKingRegal', 'RobbyBrookside', 'ChicCullen', 'UnderArmour', 'c4energy']",False
38,2021-03-09 17:04:02,@NickolausBarnes @CodyRhodes @IAmJericho @KILLCLIFF @RealKingRegal @RobbyBrookside @ChicCullen @UnderArmour… https://t.co/5KMXOFCX81,UWN_dubai,"Silicon Oasis, Dubai UAE",0,2,[],"['NickolausBarnes', 'CodyRhodes', 'IAmJericho', 'KILLCLIFF', 'RealKingRegal', 'RobbyBrookside', 'ChicCullen', 'UnderArmour']",False
39,2021-03-09 16:59:05,Check out Under Armour XL 3 PK Lilac Multi Laser Cut Thong Panties  #Underarmour #ThongString https://t.co/J1t7gPh7im via @eBay,dejavugarbs,"Las Vegas, NV",0,0,"['Underarmour', 'ThongString']",['eBay'],False
40,2021-03-09 16:42:15,Okay @UnderArmour shorts are not orthodox every penny. I don’t care that I live in the PNW and it’s cold I’ll be living in these.,Ace_Zamudio,"Marysville, WA",0,0,[],['UnderArmour'],False
41,2021-03-09 16:41:43,RT @UnderArmour: We are pledging up to $2M to support communities impacted most by COVID-19 pandemic; $1M to @FeedingAmerica and up to $1M…,coachmry,"California, USA",342,0,[],"['UnderArmour', 'FeedingAmerica']",True
42,2021-03-09 16:27:44,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/W8clAjo0IQ,lasawyer09,,0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
43,2021-03-09 16:27:29,I put on my underarmour and didn’t put on my shorts 🤦🏾‍♂️😂😂,PopB___,"Queens, NY",0,1,[],[],False
44,2021-03-09 16:27:16,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/gyaOJEZy8m,KingHatzfella,"Clifton Park, NY",0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
45,2021-03-09 16:25:57,"Here's a great deal at @UnderArmour! Shop Under Armour SportsMasks now and get 2 for $40!

➡️… https://t.co/3DUdQ21bKr",InboxDollars,"Twin Cities, Minnesota",1,12,[],['UnderArmour'],False
46,2021-03-09 16:24:06,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",ms_jrg,,15,0,[],"['MorganStBears', 'MorganStVB']",True
47,2021-03-09 16:22:13,"RT @JoelEmbiid: Never forget where you came from. My first @underarmour signature shoe tells the story of my Yaoundé   🇨🇲 ""Origin."" The #Em…",NoirHomme18,Awoshie ,479,0,[],"['JoelEmbiid', 'UnderArmour']",True
48,2021-03-09 16:10:26,"@TerryCrew15 @UnderArmour “According to a whistleblower, fitness clothing company Under Armour forced its white emp… https://t.co/eCRcnYTlQQ",Oil_Can_Boy,"Tacoma, WA",0,0,[],"['TerryCrew15', 'UnderArmour']",False
49,2021-03-09 16:01:20,"RT @johntylersounds: The year started off with getting a @UnderArmour music placement, to getting on 4 MTA Buses, to being on the cover of…",fairylessness,,8,0,[],"['johntylersounds', 'UnderArmour']",True
50,2021-03-09 16:00:48,"RT @BH_MASATAKA34: Change the Camo👍

https://t.co/7qnAWeGx93

#アンダーアーマー
#グラブ https://t.co/CAHDtLVKQQ",tugini00,,57,0,"['アンダーアーマー', 'グラブ']",['BH_MASATAKA34'],True
51,2021-03-09 15:47:12,@NotUrPixieBitch @UnderArmour Very nice,EricHem08550175,,0,1,[],"['NotUrPixieBitch', 'UnderArmour']",False
52,2021-03-09 15:44:40,Just got my new @UnderArmour sneakers in... they're pretty... can't wait to try these out today! https://t.co/dnHflrB83A,NotUrPixieBitch,rolling in it,0,7,[],['UnderArmour'],False
53,2021-03-09 15:35:05,@Landon_Hale11 @DemetricDWarren @coachkd15 @TheUCReport @larryblustein @GLKD24 @UnderArmour @YHS_HornetFB My dawg like that💯🐐🦍,EthanHatton6,,0,2,[],"['Landon_Hale11', 'DemetricDWarren', 'coachkd15', 'TheUCReport', 'larryblustein', 'GLKD24', 'UnderArmour', 'YHS_HornetFB']",False
54,2021-03-09 15:26:11,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/i6Ms1jA4hL,holly_friesen,,0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
55,2021-03-09 15:26:11,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @trompke_theresa #poshmark #fashion… https://t.co/1AD6AaZWbU,TheRTMBazaar,,0,0,"['poshmark', 'fashion']","['Poshmarkapp', 'trompke_theresa']",False
56,2021-03-09 15:22:02,RT @SneakerScouts: #ad The Under Armour Project Rock 3 'High-Vis Yellow' is now available via @FinishLine for $130! (use code SPRINGKICKINS…,HUsBadGuys,,2,0,['ad'],"['SneakerScouts', 'FinishLine']",True
57,2021-03-09 15:15:28,@ancelottisibrow @UnderArmour Looking good 😎👊,JagterV,"North West, England",0,0,[],"['ancelottisibrow', 'UnderArmour']",False
58,2021-03-09 15:06:33,"Is there a better invention than this @UnderArmour ponytail hat? Gone are the days where, if you committed to weari… https://t.co/yJ81PaV1gg",ancelottisibrow,"Everton, England",0,13,[],['UnderArmour'],False
59,2021-03-09 15:04:54,"RT @FaydeEurope: Check out what I found. UNDER ARMOUR BLITZING 3.0 BREATHABLE GOLF BASEBALL SPORTS CAP, HAT - UNISEX
Check them out here: h…",FaydeJackie,"Porthcawl, Wales",5,0,[],['FaydeEurope'],True
60,2021-03-09 15:04:27,"RT @FaydeEurope: Check out what I found. Under Armour Face Mask Cover 3 Layer Washable Breathable, Gym Workout Sports
Check It Out Here - h…",FaydeJackie,"Porthcawl, Wales",5,0,[],['FaydeEurope'],True
61,2021-03-09 15:04:07,"RT @FaydeEurope: Exercise and Keep Fit. Under Armour Face Mask Cover 3 Layer Washable Breathable, Gym Workout Sports Buy Now - https://t.co…",FaydeJackie,"Porthcawl, Wales",5,0,[],['FaydeEurope'],True
62,2021-03-09 15:00:47,"RT @FaydeEurope: Exercise and Keep Fit. Under Armour Face Mask Cover 3 Layer Washable Breathable, Gym Workout Sports Buy Now - https://t.co…",FaydeJackie,"Porthcawl, Wales",1,0,[],['FaydeEurope'],True
63,2021-03-09 15:00:08,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",HoopKidz,DMV Worldwide,15,0,[],"['MorganStBears', 'MorganStVB']",True
64,2021-03-09 15:00:08,Look like a knock out 🥊 in a hoodie created for form &amp; function from @UnderArmour Factory Store.  #workout… https://t.co/LrXYjC6unm,ArundelMills,BW Parkway & Route 100,0,0,['workout'],['UnderArmour'],False
65,2021-03-09 14:58:58,@ancelottisibrow @UnderArmour The train was decent,Irontoffee,closed roads of Liverpool,0,0,[],"['ancelottisibrow', 'UnderArmour']",False
66,2021-03-09 14:58:02,@ancelottisibrow @UnderArmour Of all the ponytails in the world and you chose David Seaman's 😂,FuckBoxxxy,,0,0,[],"['ancelottisibrow', 'UnderArmour']",False
67,2021-03-09 14:53:35,@coachsteveflow @UnderArmour I don’t see why not!,taylorkphelps,"Commerce, TX",0,2,[],"['coachsteveflow', 'UnderArmour']",False
68,2021-03-09 14:53:01,@taylorkphelps Also can @UnderArmour make some jorts??,coachsteveflow,"Commerce, TX",0,1,[],"['taylorkphelps', 'UnderArmour']",False
69,2021-03-09 14:45:12,"@UnderArmour can now allow their customers to have a more secure, seamless and complete experience, from purchase t… https://t.co/k882jyKJGy",vtextruecloud,North America,0,0,[],['UnderArmour'],False
70,2021-03-09 14:44:42,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",TheeJordanJones,"Baltimore, MD",15,0,[],"['MorganStBears', 'MorganStVB']",True
71,2021-03-09 14:26:31,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/6FJWxrubjj,catposhmark,,0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
72,2021-03-09 14:22:08,What y’all investing in? I got snap and @UnderArmour. Just got paid today widdem. Krazy how the stock market fluctuates. 👀🤯🤯,YoungSavage670,,0,0,[],['UnderArmour'],False
73,2021-03-09 14:21:44,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",XIII_Mr_Undadog,"Ft Washington, MD",15,0,[],"['MorganStBears', 'MorganStVB']",True
74,2021-03-09 14:16:49,@Arrogant_Twat @UnderArmour @Nike @adidas Sigh. 🤷‍♀️😁,julia_perve,Hibernating,0,1,[],"['Arrogant_Twat', 'UnderArmour', 'Nike', 'adidas']",False
75,2021-03-09 14:12:51,@julia_perve @UnderArmour @Nike @adidas They don't make 'em like they used to I guess 🤷‍♂️,Arrogant_Twat,🍁YYZ,0,1,[],"['julia_perve', 'UnderArmour', 'Nike', 'adidas']",False
76,2021-03-09 14:12:11,@Arrogant_Twat @UnderArmour @Nike @adidas Oh no. 🤦‍♀️😆,julia_perve,Hibernating,0,1,[],"['Arrogant_Twat', 'UnderArmour', 'Nike', 'adidas']",False
77,2021-03-09 14:11:31,"Dear @UnderArmour, @Nike, and @adidas ... I am not impressed that ALL of my golf shirts mysteriously shrunk over the winter. 😕",Arrogant_Twat,🍁YYZ,0,8,[],"['UnderArmour', 'Nike', 'adidas']",False
78,2021-03-09 14:11:02,"It’s about that time again.
Let’s run it back #underarmour #underarmourhoops #uaa #uaaassociation https://t.co/9QeBq77IIy",hulumhoops,,0,0,"['underarmour', 'underarmourhoops', 'uaa', 'uaaassociation']",[],False
79,2021-03-09 14:09:14,"Dont fret, you folks still have @UnderArmour. They make those cop style tight tees with skulls and flags and sneake… https://t.co/Q3rbHfzc2p",TerryCrew15,,0,0,[],['UnderArmour'],False
80,2021-03-09 14:01:28,"RT @KateBeirness: Past Present Future 
To the women before me... 
thank you! 
To our next generation... work hard &amp; dream BIG and I promise…",JonesGsmtis300,,25,0,[],['KateBeirness'],True
81,2021-03-09 13:53:47,Explosive moves start with a stable 🔺 base. Train hard in UA TriBase™ Reign 3 at https://t.co/EtwcdkaI0Q.… https://t.co/ytuhhEcuUP,underarmourza,South Africa,0,2,[],[],False
82,2021-03-09 13:43:16,Check out UNDER ARMOUR Youth Girl Play Up Pants Sport Walk Outdoor Casual Sz YXL #Underarmour https://t.co/hN0DUykI7b via @eBay,FreeminsW,,0,0,['Underarmour'],['eBay'],False
83,2021-03-09 13:34:48,Check out Under Armour  Blue/Grey Men's Sneakers athletic shoes Size 9.5 #Underarmour #Sneaker https://t.co/f4kTdF2YNT via @eBay,bebs51061,North Carolina ,0,0,"['Underarmour', 'Sneaker']",['eBay'],False
84,2021-03-09 13:34:31,Check out Under Armour  Blue/Grey Men's Sneakers athletic shoes Size 9.5 #Underarmour #Sneaker https://t.co/E5QiLFDUwr via @eBay,bebs51061,North Carolina ,0,0,"['Underarmour', 'Sneaker']",['eBay'],False
85,2021-03-09 13:29:37,"RT @Partner4Dignity: Fashion brands, like: 
@hm 
@nike 
@primark 
@zara
@gap
@UnderArmour
@Adidas
...have been paying the women who sew the…",WSRNetwork,,10,0,[],"['Partner4Dignity', 'hm', 'Nike', 'Primark', 'ZARA', 'Gap', 'UnderArmour', 'adidas']",True
86,2021-03-09 13:19:55,@AFTVMedia @NBFootball He could have done better who the hell is his agent that thinks  @NBFootball is the in thing… https://t.co/f6zpsQ0Ezu,ayala10ng,"Chicago, IL",0,0,[],"['AFTVMedia', 'NBFootball', 'NBFootball']",False
87,2021-03-09 13:17:10,Happy Tuesday! Day after birthday stroll. #walk #walking #walkitoff #underarmour #hovr https://t.co/SwNhNtbRzp,philforeman51,"Columbus, OH",0,0,"['walk', 'walking', 'walkitoff', 'underarmour', 'hovr']",[],False
88,2021-03-09 13:10:56,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",Dbandman2,"Washington, DC",15,0,[],"['MorganStBears', 'MorganStVB']",True
89,2021-03-09 13:00:35,"RT @johntylersounds: The year started off with getting a @UnderArmour music placement, to getting on 4 MTA Buses, to being on the cover of…",knoimnot,"Baltimore, MD",8,0,[],"['johntylersounds', 'UnderArmour']",True
90,2021-03-09 13:00:12,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",Getbuckets_4Lae,,15,0,[],"['MorganStBears', 'MorganStVB']",True
91,2021-03-09 12:36:53,RT @muscleworshipuk: Quads of a Lycra God... #lycra #spandex #compressiontights #underarmour #bodybuilding #bodybuilder #biceps #massive #m…,musclegore,,22,0,"['lycra', 'spandex', 'compressiontights', 'underarmour', 'bodybuilding', 'bodybuilder', 'biceps', 'massive']",['muscleworshipuk'],True
92,2021-03-09 12:33:30,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/MyoVgJH0X8,NCmommy73,,0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
93,2021-03-09 12:32:59,Thank you @athletesproph and @wars_sy for my #underarmour mask https://t.co/wBjStijIin,jongcuenco,"Malolos City, Philippines",0,0,['underarmour'],[],False
94,2021-03-09 12:31:40,"RT @gelsey_jamaal: 6'2 178lbs 14 yr old 8th grader
Tae'shaun Gelsey 
@BurchSportsBSP @Bigtanktv @larryblustein @BigFaceSportss @StarReadyAT…",BigFaceSportss,"Atlanta, Georgia  ",5,0,[],"['gelsey_jamaal', 'BurchSportsBSP', 'Bigtanktv', 'larryblustein', 'BigFaceSportss']",True
95,2021-03-09 12:31:35,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @EmyNnamdie @AnkaCloset #poshmark… https://t.co/tnE5R8iHRI,DeniseHatcher4,"West Virginia, USA",0,0,['poshmark'],"['Poshmarkapp', 'AnkaCloset']",False
96,2021-03-09 12:31:25,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",Furiou3Dawg,,15,0,[],"['MorganStBears', 'MorganStVB']",True
97,2021-03-09 12:30:30,"Here are our 6 world-class vertical partners for the Performance &amp; Fitness Vertical... 

@UnderArmour @lululemon… https://t.co/EPlIcgklKD",Hype_SI,,0,0,[],"['UnderArmour', 'lululemon']",False
98,2021-03-09 12:29:13,"RT @gelsey_jamaal: 6'2 178lbs 14 yr old 8th grader with great size and great ball skills
Tae'shaun Gelsey 
@BurchSportsBSP @9FiguresCEO @Ba…",BigFaceSportss,"Atlanta, Georgia  ",4,0,[],"['gelsey_jamaal', 'BurchSportsBSP', '9FiguresCEO']",True
99,2021-03-09 12:28:04,"@UnderArmour Spring Summer 2021

If you head to Women’s New Arrivals, you’ll see a familiar face. 

Grateful. https://t.co/n5zdrSastB",thatgirl_jmarie,"Atlanta, GA",0,0,[],['UnderArmour'],False
100,2021-03-09 12:15:26,"RT @johntylersounds: The year started off with getting a @UnderArmour music placement, to getting on 4 MTA Buses, to being on the cover of…",johnnyllamamus1,,8,0,[],"['johntylersounds', 'UnderArmour']",True
101,2021-03-09 12:09:03,"Exercise and Keep Fit. Under Armour Face Mask Cover 3 Layer Washable Breathable, Gym Workout Sports Buy Now -… https://t.co/S0hcornTei",FaydeEurope,United Kingdom,1,0,[],[],False
102,2021-03-09 11:59:34,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",aioeventgroup,U.S.A,15,0,[],"['MorganStBears', 'MorganStVB']",True
103,2021-03-09 11:56:42,RT @SneakerScouts: #ad The Under Armour Project Rock 3 'High-Vis Yellow' is now available via @FinishLine for $130! (use code SPRINGKICKINS…,MJ23_Chicago,,2,0,['ad'],"['SneakerScouts', 'FinishLine']",True
104,2021-03-09 11:39:50,"RT @Partner4Dignity: Fashion brands, like: 
@hm 
@nike 
@primark 
@zara
@gap
@UnderArmour
@Adidas
...have been paying the women who sew the…",mzizi_B,"Nelspruit, South Africa",10,0,[],"['Partner4Dignity', 'hm', 'Nike', 'Primark', 'ZARA', 'Gap', 'UnderArmour', 'adidas']",True
105,2021-03-09 11:39:24,"RT @Partner4Dignity: Fashion brands, like: 
@hm 
@nike 
@primark 
@zara
@gap
@UnderArmour
@Adidas
...have been paying the women who sew the…",DemeWIEGO,"Ottawa, Canada",10,0,[],"['Partner4Dignity', 'hm', 'Nike', 'Primark', 'ZARA', 'Gap', 'UnderArmour', 'adidas']",True
106,2021-03-09 11:37:55,"RT @Partner4Dignity: Fashion brands, like: 
@hm 
@nike 
@primark 
@zara
@gap
@UnderArmour
@Adidas
...have been paying the women who sew the…",clancypants2u,Travel Nursing in Wisco,10,0,[],"['Partner4Dignity', 'hm', 'Nike', 'Primark', 'ZARA', 'Gap', 'UnderArmour', 'adidas']",True
107,2021-03-09 11:31:57,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset… https://t.co/Pcwfc7lxJV,Kristy24319039,"Providence, RI",0,0,"['poshmark', 'fashion', 'style', 'shopmycloset']",['Poshmarkapp'],False
108,2021-03-09 11:28:27,"RT @MorganStBears: Congratulations to @MorganStVB🐻🏐 head coach Ramona-Riley-Bozier, who earned her 4️⃣7️⃣5️⃣th career coaching victory with…",__tstreet,Nirvana ,15,0,[],"['MorganStBears', 'MorganStVB']",True
109,2021-03-09 11:27:36,Place a #bid on this #underarmour shirt https://t.co/e6mwkeYO6a #UA #Gear #shirt,3C_Collectibles,,0,0,"['bid', 'underarmour', 'UA', 'Gear', 'shirt']",[],False
